exp,phi_0,dV_ges,eps_0,h_d_0,h_dis_0,V_dis_total,Sep. Eff.,Vol_imbalance [%],status,error
10mmol_21C,0.00049956,999.2889087,0.29977596,0.09894525,0.040141707,0.013369384897857332,0.9995744033085924,0.0,success,
10mmol_21C,0.000321268,1004.324935,0.301183481,0.099653784,0.034455592,0.014402623246361865,0.9898024431919831,0.0,success,
10mmol_21C,0.000270206,1000.556021,0.29982659,0.09931562,0.041210475,0.0230064373033319,0.9736812141071925,0.0,success,
10mmol_21C,0.000496612,1010.338929,0.401125093,0.099887279,0.04508224,0.022532650794385045,0.9997199477443214,0.0,success,
10mmol_21C,0.000538199,992.5987236,0.400130769,0.099903382,0.04503236,0.019480516356337838,0.9998657565001136,0.0,success,
10mmol_21C,0.000354805,1005.667141,0.399870462,0.101610306,0.043609781,0.028930209580200546,0.9962701776267153,0.0,success,
10mmol_21C,0.00030498,998.6327765,0.399839514,0.099653784,0.038087335,0.025115957261741054,0.9890524843749783,0.0,success,
10mmol_21C,0.000571614,1012.474803,0.49980213,0.101207729,0.046878808,0.028950742859523308,0.9999593027648385,0.0,success,
10mmol_21C,0.000617876,988.0668846,0.500028205,0.100507246,0.049885762,0.028930757717482027,0.9999825070834725,0.0,success,
10mmol_21C,0.000434109,985.6111681,0.497841901,0.102165862,0.073446624,0.04733078077210705,0.9996400985213353,0.0,success,
10mmol_21C,0.000379055,1001.503179,0.49926978,0.100136876,0.06168959,0.04383000156800822,0.9986935876773161,0.0,success,
10mmol_21C,0.000501532,1249.423799,0.299994527,0.114388084,0.039067487,0.026357772857203234,0.9992128988683457,0.0,success,
10mmol_21C,0.000503923,1251.817605,0.299480344,0.116908213,0.047531765,0.03326309583475344,0.9992873249987866,0.0,success,
10mmol_21C,0.00034782,1249.972052,0.299996185,0.124371981,0.047035642,0.034904060836354375,0.9908929263919651,0.0,success,
10mmol_21C,0.000276122,1249.905575,0.300056612,0.116022544,0.045309544,0.03460450742423882,0.9644103831431533,0.0,success,
10mmol_21C,0.000540365,1253.811344,0.400506867,0.097560386,0.046744598,0.03100946722188993,0.9996658316663497,0.0,success,
10mmol_21C,0.000524807,1254.113769,0.401062998,0.09900161,0.037531784,0.022998305062366897,0.9995390201819021,0.0,success,
10mmol_21C,0.000390749,1237.241983,0.398815701,0.100305958,0.042380694,0.03400645272460032,0.9960983175871279,0.0,success,
10mmol_21C,0.000330849,1239.463207,0.399115651,0.098679549,0.048708188,0.03827986340764927,0.9881745749751336,0.0,success,
10mmol_21C,0.00056679,1252.344689,0.501636811,0.099782609,0.044913554,0.035796369101016794,0.9998847940034524,0.0,success,
10mmol_21C,0.000600977,1240.939849,0.499425408,0.099613527,0.044640607,0.03395845131686645,0.999934471562542,0.0,success,
